x	y	z	t	#
14.6968	-184.38	397.395	73.68	171
-109.44	88.6429	199.708	73.7	168
72.7224	203.987	143.768	73.7	169
-102.338	192.891	229.501	73.7	170
11.3232	-185.731	393.864	73.7	171
-109.996	85.2656	189.76	73.72	168
69.677	200.572	143.448	73.72	169
-105.623	187.583	232.483	73.72	170
7.76992	-187.505	391.109	73.72	171
-110.395	82.062	172.682	73.74	168
66.646	197.202	143.756	73.74	169
-108.669	183.746	238.472	73.74	170
4.16221	-189.526	389.541	73.74	171
-111.08	79.4527	163.583	73.76	168
63.1355	193.898	146.888	73.76	169
-112.004	180.966	231.013	73.76	170
0.755656	-191.661	390.077	73.76	171
-115.756	178.968	221.487	73.78	170
-2.22683	-194.583	390.691	73.78	171
-76.3961	-153.241	236.464	73.78	172
-119.689	177.175	224.322	73.8	170
-4.93317	-198.087	390.642	73.8	171
-74.4384	-156.011	232.168	73.8	172
-123.416	174.756	222.057	73.82	170
-7.75578	-201.549	389.035	73.82	171
-72.0174	-159.141	227.936	73.82	172
-126.7	172.284	216.681	73.84	170
-10.8649	-204.886	385.925	73.84	171
-69.311	-162.57	226.005	73.84	172
-129.682	170.765	216.101	73.86	170
-14.1269	-208.177	384.404	73.86	171
-66.9769	-166.081	222.711	73.86	172
-132.725	169.971	213.507	73.88	170
-17.3426	-211.241	384.839	73.88	171
-65.7421	-169.154	210.188	73.88	172
-136.12	169.156	208.575	73.9	170
-20.4158	-213.795	385.846	73.9	171
-139.803	168.068	203.186	73.92	170
-23.5081	-215.876	386.577	73.92	171
-143.78	167.296	196.167	73.94	170
-26.8954	-217.627	386.43	73.94	171
-148.079	167.627	189.556	73.96	170
-30.5366	-218.97	384.812	73.96	171
-66.3362	-170.008	191.575	73.96	172
-152.659	169.214	186.678	73.98	170
-34.1695	-219.383	381.881	73.98	171
-69.0064	-167.409	181.19	73.98	172
-157.44	171.541	183.698	74	170
-37.7918	-218.833	380.153	74	171
-73.3847	-163.579	175.855	74	172
-162.259	174.301	176.968	74.02	170
-41.5661	-217.677	378.982	74.02	171
-78.982	-160.708	171.956	74.02	172
-119.446	71.8362	191.376	74.02	174
-166.891	177.507	169.532	74.04	170
-45.4123	-216.13	378.75	74.04	171
-85.2593	-158.795	169.313	74.04	172
-116.159	72.1286	191.108	74.04	174
-171.155	181.222	165.061	74.06	170
-49.368	-214.364	378.685	74.06	171
-92.1366	-157.992	165.675	74.06	172
-112.877	73.083	195.432	74.06	174
-53.5655	-212.401	374.295	74.08	171
-99.655	-158.43	162.658	74.08	172
-109.714	74.901	202.343	74.08	174
-58.0437	-210.502	370.809	74.1	171
-107.488	-159.699	158.668	74.1	172
-106.921	77.5813	207.644	74.1	174
-62.9026	-208.757	369.84	74.12	171
-115.415	-161.286	157.099	74.12	172
-104.989	81.0183	210.911	74.12	174
-68.0476	-206.974	368.503	74.14	171
-123.008	-162.222	160.391	74.14	172
-103.809	84.7739	210.288	74.14	174
-73.4569	-204.965	367.654	74.16	171
-129.915	-161.828	165.291	74.16	172
-103.157	88.481	214.962	74.16	174
-79.1593	-203.063	366.158	74.18	171
-136.297	-160.127	167.41	74.18	172
-102.936	92.0167	223.89	74.18	174
-84.9322	-201.384	365.099	74.2	171
-142.449	-157.425	164.659	74.2	172
-102.697	95.1686	219.925	74.2	174
-90.6733	-199.296	362.473	74.22	171
-148.582	-154.331	162.903	74.22	172
-102.787	98.6496	217.501	74.22	174
-96.2602	-196.66	359.762	74.24	171
-154.837	-151.092	164.68	74.24	172
-101.427	-193.519	361.577	74.26	171
-161.391	-148.052	163.835	74.26	172
-103.379	102.535	228.477	74.26	174
-106.171	-190.12	364.351	74.28	171
-103.675	105.606	237.463	74.28	174
-110.367	-186.534	365.768	74.3	171
-103.747	108.151	241.157	74.3	174
18.1165	206.009	133.467	74.3	175
-113.822	-182.802	366.25	74.32	171
-104.072	111.202	244.062	74.32	174
17.49	203.442	152.064	74.32	175
-116.555	-179.675	362.953	74.34	171
16.2727	201.118	172.947	74.34	175
-118.496	-177.109	364.85	74.36	171
-104.949	115.389	253.339	74.36	174
14.3871	199.294	196.911	74.36	175
11.6662	198.016	210.78	74.38	175
-106.364	119.947	261.37	74.4	174
8.20093	196.421	210.524	74.4	175
-119.538	-174.379	374.436	74.42	171
-107.976	123.615	262.413	74.42	174
4.7404	194.893	211.27	74.42	175
-119.503	-171.274	376.327	74.44	171
-109.901	126.478	267.577	74.44	174
0.90539	194.199	213.636	74.44	175
-118.777	-167.827	374.38	74.46	171
-112.202	128.664	274.005	74.46	174
-118.128	-163.954	374.674	74.48	171
-115.02	130.454	278.036	74.48	174
-4.36195	194.141	217.037	74.48	175
-117.851	-159.773	374.694	74.5	171
-118.29	132.261	279.164	74.5	174
-118.178	-156.118	375.676	74.52	171
-121.434	134.294	277.693	74.52	174
-10.4147	193.687	222.84	74.52	175
-118.797	-153.367	377.317	74.54	171
-124.522	136.881	277.249	74.54	174
-118.885	-150.748	379.668	74.56	171
-128.005	141.551	284.673	74.56	174
-118.574	-147.935	375.749	74.58	171
-131.964	146.292	302.105	74.58	174
-118.56	-145.452	369.97	74.6	171
-15.3728	191.721	226.777	74.6	175
-118.822	-143.549	374.079	74.62	171
-17.9819	188.64	231.636	74.62	175
-119.713	-142.67	379.185	74.64	171
-19.2461	185.504	236.33	74.64	175
-20.4146	182.679	239.403	74.66	175
-121.713	-143.557	381.078	74.68	171
-21.5098	180.044	242.344	74.68	175
-124.006	-145.649	385.895	74.7	171
-22.5003	177.261	244.44	74.7	175
-140.754	119.74	116.983	74.7	176
-126.098	-147.776	389.692	74.72	171
-23.1258	173.713	252.798	74.72	175
-128.282	-149.85	391.284	74.74	171
-130.698	-152.316	395.98	74.76	171
-140.323	116.4	123.38	74.76	176
-133.069	-154.743	402.366	74.78	171
-139.939	117.268	142.44	74.78	176
-135.174	-156.567	405.034	74.8	171
-139.244	120.171	151.676	74.8	176
-137.363	-158.338	407.115	74.82	171
-22.7234	170.017	269.339	74.82	175
-138.145	123.144	145.704	74.82	176
-139.952	-160.468	413.748	74.84	171
-21.1013	168.014	282.042	74.84	175
-137.106	126.803	149.801	74.84	176
-142.913	-162.885	421.324	74.86	171
-18.7506	167.285	288.181	74.86	175
-135.938	131.105	159.601	74.86	176
-145.936	-165.46	426.733	74.88	171
-16.2314	166.803	292.652	74.88	175
-134.579	135.659	167.208	74.88	176
-148.651	-167.919	426.608	74.9	171
-13.6473	166.432	294.89	74.9	175
-133.039	139.856	173.555	74.9	176
-151.11	-170.463	421.947	74.92	171
-10.9906	166.047	298.156	74.92	175
-131.009	143.317	178.708	74.92	176
-153.491	-173.109	421.057	74.94	171
-8.43192	165.664	302.763	74.94	175
-128.206	146.312	184.447	74.94	176
-155.739	-175.577	425.495	74.96	171
-5.71529	165.136	307.602	74.96	175
-124.158	148.97	184.472	74.96	176
-158.019	-178.24	432.992	74.98	171
-2.80877	164.552	314.79	74.98	175
-118.82	151.672	183.15	74.98	176
-160.468	-181.205	439.795	75	171
-0.0955205	163.958	319.466	75	175
-112.921	155.093	185.024	75	176
-24.9552	202.228	155.654	75	177
-162.93	-184.224	442.79	75.02	171
2.39927	163.144	323.529	75.02	175
-107.153	159.571	185.294	75.02	176
-26.849	198.583	156.344	75.02	177
-165.307	-187.573	447.22	75.04	171
4.75527	162.3	329.536	75.04	175
-101.705	164.574	186.53	75.04	176
-29.2643	195.9	159.977	75.04	177
-167.303	-191.117	454.627	75.06	171
6.97944	161.668	334.176	75.06	175
-96.8988	169.495	192.07	75.06	176
-32.4041	194.835	160.747	75.06	177
-170.808	-196.333	462.305	75.08	171
9.41761	160.473	336.062	75.08	175
-93.1915	174.444	196.911	75.08	176
-35.978	195.575	159.612	75.08	177
-90.3421	179.496	198.339	75.1	176
-40.2585	197.395	162.276	75.1	177
12.1158	158.329	339.053	75.12	175
-87.3536	185.623	204.236	75.12	176
14.2511	155.992	344.728	75.14	175
-45.9066	198.099	167.155	75.14	177
-176.635	-202.905	469.87	75.16	171
16.1658	152.31	355.762	75.16	175
-84.1025	192.765	210.694	75.16	176
-181.327	-206.859	472.011	75.18	171
-81.4454	198.743	211.554	75.18	176
-51.4637	196.077	171.696	75.18	177
-55.5877	193.061	171.045	75.2	177
-179.941	109.292	382.602	75.2	179
-59.3118	189.967	167.12	75.22	177
-175.151	105.594	384.566	75.22	179
-63.2575	186.34	168.143	75.24	177
-170.068	102.073	387.081	75.24	179
18.4401	146.946	372.523	75.26	175
-67.1408	183.342	169.284	75.26	177
-165.103	98.6472	390.949	75.26	179
-71.1651	181.41	168.666	75.28	177
-160.616	95.2174	395.452	75.28	179
20.1462	142.943	377.978	75.3	175
-75.4866	179.383	168.125	75.3	177
-156.795	91.6318	398.849	75.3	179
21.218	140.514	379.861	75.32	175
-79.7917	177.239	162.835	75.32	177
-153.763	87.8746	400.693	75.32	179
22.0628	138.011	387.9	75.34	175
-83.9477	175.817	153.289	75.34	177
-151.488	84.0594	405.859	75.34	179
22.5139	135.471	389.338	75.36	175
-88.2281	175.312	151.189	75.36	177
-149.414	80.3049	412.877	75.36	179
-70.0342	202.964	233.62	75.36	180
22.8552	132.887	390.961	75.38	175
-92.8566	175.892	155.716	75.38	177
-146.985	76.6482	414.08	75.38	179
-75.6667	188.791	231.98	75.38	180
23.2011	130.232	398.672	75.4	175
-99.2542	176.535	153.684	75.4	177
-144.178	73.1034	411.666	75.4	179
23.4533	127.686	406.025	75.42	175
-141.279	69.4755	411.268	75.42	179
24.0594	125.56	412.124	75.44	175
-108.421	175.184	148.287	75.44	177
-138.654	65.6006	412.566	75.44	179
25.3162	123.852	415.848	75.46	175
-136.632	61.6333	414.78	75.46	179
26.9869	122.071	418.789	75.48	175
-118.051	170.431	151.716	75.48	177
-135.167	57.6221	417.27	75.48	179
29.0681	120.48	422.786	75.5	175
-134.304	53.5193	424.659	75.5	179
31.6743	119.585	426.908	75.52	175
-125.182	163.588	160.026	75.52	177
-134.282	49.2233	432.508	75.52	179
34.4621	119.043	434.356	75.54	175
-130.086	156.318	162.507	75.54	177
-134.998	44.7473	433.776	75.54	179
37.147	118.678	437.879	75.56	175
-136.197	40.2226	434.517	75.56	179
39.8017	118.61	435.043	75.58	175
-134.671	149.064	162.288	75.58	177
-137.701	35.6299	437.524	75.58	179
42.2289	118.653	439.85	75.6	175
-138.886	143.311	161.576	75.6	177
-139.518	31.0312	441.648	75.6	179
-88.973	169.79	228.098	75.6	180
-182.226	-198.264	483.183	75.6	181
44.2065	118.61	450.642	75.62	175
-142.612	138.674	158.037	75.62	177
-141.538	26.4813	444.34	75.62	179
-97.3663	159.716	228.369	75.62	180
-177.194	-195.558	483.814	75.62	181
-146.368	133.84	154.026	75.64	177
-143.654	22.1074	445.538	75.64	179
-99.9282	156.477	237.364	75.64	180
-172.268	-193.289	489.563	75.64	181
-150.114	128.745	149.96	75.66	177
-145.904	18.2846	449.441	75.66	179
-102.448	151.806	241.798	75.66	180
-165.196	-189.43	491.041	75.66	181
-153.781	123.547	147.231	75.68	177
-148.33	15.2281	451.427	75.68	179
-105.156	146.623	238.776	75.68	180
-157.469	118.274	150.363	75.7	177
-150.843	12.9849	444.243	75.7	179
-108.378	142.027	238.152	75.7	180
-149.476	-197.431	381.542	75.7	182
-161.381	112.769	155.839	75.72	177
-153.168	11.3218	438.226	75.72	179
-112.25	138.556	242.619	75.72	180
-156.288	-184.136	486.883	75.72	181
-153.654	-204.893	350.239	75.72	182
-165.561	107.247	160.325	75.74	177
-155.606	9.86492	445.776	75.74	179
-116.527	135.755	243.596	75.74	180
-150.121	-180.661	489.073	75.74	181
-155.356	-211.448	355.656	75.74	182
-169.921	101.884	163.071	75.76	177
-158.41	8.48792	452.135	75.76	179
-121	132.679	238.433	75.76	180
-146.303	-178.498	496.172	75.76	181
-157.15	-218.287	365.789	75.76	182
-161.334	7.26752	446.072	75.78	179
-125.73	129.25	232.981	75.78	180
-142.471	-175.961	497.732	75.78	181
-158.88	-225.394	374.881	75.78	182
-164.388	6.36637	442.706	75.8	179
-130.56	125.085	232.456	75.8	180
-138.694	-173.871	500.327	75.8	181
-160.294	-232.865	381.199	75.8	182
-167.886	5.69273	449.315	75.82	179
-135.308	119.779	237.359	75.82	180
-134.872	-172.454	506.685	75.82	181
-161.015	-238.26	385.147	75.82	182
-171.852	4.8272	457.358	75.84	179
-139.89	113.972	240.432	75.84	180
-131.06	-171.507	510.492	75.84	181
-176.101	3.3674	463.158	75.86	179
-144.393	108.68	242.373	75.86	180
-127.386	-171.07	513.823	75.86	181
-180.653	1.12077	468.986	75.88	179
-149.006	104.417	249.143	75.88	180
-123.851	-170.737	517	75.88	181
-160.917	-237.925	388.216	75.88	182
-153.746	100.69	256.873	75.9	180
-120.401	-170.361	518.335	75.9	181
-160.237	-232.703	389.685	75.9	182
-158.469	96.7489	251.732	75.92	180
-117.011	-170.214	520.779	75.92	181
-158.894	-226.033	390.564	75.92	182
-163.343	92.2405	243.693	75.94	180
-113.489	-170.356	523.563	75.94	181
-156.761	-219.706	395.298	75.94	182
-170.378	83.8663	252.337	75.96	180
-109.854	-170.876	526.586	75.96	181
-154.11	-214.762	399.152	75.96	182
-106.558	-171.948	533.63	75.98	181
-151.067	-211.888	396.403	75.98	182
-103.641	-173.255	540.661	76	181
-147.572	-210.726	396.716	76	182
-100.982	-174.423	544.022	76.02	181
-143.73	-210.387	402.928	76.02	182
-98.647	-175.31	546.056	76.04	181
-139.867	-210.188	411.401	76.04	182
-96.5084	-175.709	548.431	76.06	181
-136.401	-209.61	419.932	76.06	182
-94.5645	-176.147	552.577	76.08	181
-132.928	-207.435	420.205	76.08	182
-92.853	-176.953	556.743	76.1	181
-91.0463	-177.819	560.57	76.12	181
-129.512	-202.964	420.459	76.12	182
-88.926	-179.046	564.747	76.14	181
-86.7205	-180.951	566.538	76.16	181
-127.67	-198.186	431.363	76.16	182
-84.6298	-183.732	566.218	76.18	181
-127.601	-194.61	440.689	76.18	182
-130.134	-188.507	451.791	76.2	182
-184.438	-26.4391	505.138	76.24	183
-76.218	-193.792	573.188	76.24	184
-178.591	-24.665	499.967	76.26	183
-73.2739	-197.354	577.892	76.26	184
-135.538	-179.814	471.469	76.28	182
-172.224	-23.4281	495.25	76.28	183
-70.322	-200.714	579.307	76.28	184
-140.974	-174.908	487.406	76.3	182
-165.537	-22.6048	498.858	76.3	183
-67.3792	-203.946	578.962	76.3	184
93.6871	148.825	576.327	76.3	185
-145.879	-173.501	497.582	76.32	182
-158.739	-21.8895	506.244	76.32	183
-64.5344	-207.269	581.392	76.32	184
-166.155	-62.0127	109.794	76.32	186
-151.139	-172.481	506.953	76.34	182
-151.819	-20.5686	506.223	76.34	183
-61.2025	-211.946	586.58	76.34	184
95.1693	152.788	577.351	76.34	185
-160.38	-63.4612	109.235	76.34	186
-156.611	-172.185	515.574	76.36	182
-144.951	-18.5195	503.496	76.36	183
95.8937	156.756	582.397	76.36	185
-155.74	-65.7505	110.144	76.36	186
-162.181	-172.851	520.803	76.38	182
-138.327	-16.1591	507.245	76.38	183
-57.3894	-217.927	592.297	76.38	184
-152.048	-69.1044	116.609	76.38	186
-167.56	-174.427	523.801	76.4	182
-131.846	-13.7588	508.399	76.4	183
-54.2188	-223.061	598.018	76.4	184
95.6691	161.594	591.037	76.4	185
-149.238	-73.264	128.071	76.4	186
-172.609	-177.249	531.03	76.42	182
-125.481	-11.7059	508.525	76.42	183
-51.7108	-226.749	602.138	76.42	184
-146.929	-76.9476	140.478	76.42	186
-177.185	-181.519	540.423	76.44	182
-119.024	-10.3441	514.125	76.44	183
-49.4712	-230.343	604.286	76.44	184
94.6483	166.323	599.697	76.44	185
-144.356	-78.8786	145.813	76.44	186
-181.035	-186.528	543.337	76.46	182
-112.335	-9.71937	516.361	76.46	183
-47.6274	-234.666	607.867	76.46	184
93.579	169.651	607.337	76.46	185
-141.394	-78.3912	140.991	76.46	186
-184.138	-191.803	547.282	76.48	182
-105.609	-9.88552	512.535	76.48	183
-46.1136	-238.93	613.635	76.48	184
92.6438	172.478	615.313	76.48	185
-138.677	-75.8319	143.617	76.48	186
-98.9248	-10.8526	506.589	76.5	183
-44.674	-241.399	616.519	76.5	184
91.1625	175.337	620.962	76.5	185
-136.118	-72.1767	160.323	76.5	186
-92.7397	-12.5045	504.979	76.52	183
87.8549	178.535	625.264	76.52	185
-133.546	-68.0101	170.583	76.52	186
-87.0419	-14.5994	511.146	76.54	183
-43.9813	-239.12	613.678	76.54	184
-131.095	-63.3592	167.076	76.54	186
-81.1953	-16.7902	512.326	76.56	183
-45.146	-231.872	611.159	76.56	184
82.7557	182.227	626.956	76.56	185
-128.905	-58.3014	166.06	76.56	186
-75.478	-18.969	509.785	76.58	183
-47.1532	-223.167	610.682	76.58	184
77.898	185.231	625.658	76.58	185
-127.304	-53.1422	173.214	76.58	186
-70.2226	-21.1601	512.667	76.6	183
-48.2317	-215.039	606.641	76.6	184
73.71	187.412	625.891	76.6	185
-126.533	-47.9265	178.275	76.6	186
-65.096	-23.2757	517.676	76.62	183
-47.9655	-207.916	600.427	76.62	184
69.5086	189.383	625.785	76.62	185
-126.596	-42.4502	178.747	76.62	186
-59.7501	-25.3469	522.671	76.64	183
-46.4839	-202.042	596.203	76.64	184
65.3651	191.359	625.641	76.64	185
-127.19	-36.7438	179.211	76.64	186
-54.0161	-27.2861	521.937	76.66	183
-43.7961	-197.376	595.65	76.66	184
61.2978	193.677	627.12	76.66	185
-128.222	-31.0861	185.653	76.66	186
-47.9191	-28.6543	519.092	76.68	183
-38.1029	-192.262	598.212	76.68	184
57.13	196.167	625.858	76.68	185
-129.774	-25.5744	199.184	76.68	186
-41.6556	-29.5034	520.506	76.7	183
52.7932	198.396	621.592	76.7	185
-131.648	-20.0919	208.288	76.7	186
-33.6669	-30.3664	522.731	76.72	183
48.4108	200.192	617.636	76.72	185
-133.884	-14.5264	210.275	76.72	186
-29.9869	-186.143	598.483	76.74	184
44.0236	201.677	615.553	76.74	185
-136.716	-8.80575	218.195	76.74	186
-23.9566	-31.2385	527.478	76.76	183
-23.9894	-181.526	593.293	76.76	184
39.6438	203.26	614.923	76.76	185
-140.088	-3.13144	227.895	76.76	186
-15.5881	-32.0284	530.938	76.78	183
-20.1805	-178.531	588.047	76.78	184
35.2196	205.076	612.544	76.78	185
-143.934	2.06805	229.175	76.78	186
-8.37055	-32.9367	530.069	76.8	183
-16.4258	-175.901	585.904	76.8	184
30.7748	207.122	609.554	76.8	185
-147.983	6.82926	227.062	76.8	186
-1.00103	-33.9704	533.988	76.82	183
-12.7446	-173.486	582.18	76.82	184
26.3461	209.293	608.678	76.82	185
-152.256	11.5423	224.758	76.82	186
6.33122	-35.1934	540.501	76.84	183
-9.1152	-170.786	576.991	76.84	184
21.8715	211.337	607.564	76.84	185
-157.033	16.2767	223.897	76.84	186
13.7283	-36.8011	540.594	76.86	183
-5.42142	-167.837	573.9	76.86	184
17.3048	213.313	604.991	76.86	185
-161.957	20.904	230.626	76.86	186
21.0854	-38.5604	536.153	76.88	183
-1.64314	-164.887	571.922	76.88	184
-167.196	25.2554	240.776	76.88	186
28.2965	-40.078	535.392	76.9	183
2.15726	-161.981	567.609	76.9	184
35.3633	-41.3537	540.322	76.92	183
6.03361	-159.041	562.564	76.92	184
-171.406	27.4317	241.218	76.92	186
42.173	-42.4341	547.233	76.94	183
10.212	-156.011	560.011	76.94	184
-171.574	25.5896	231.024	76.94	186
48.6412	-43.3938	555.35	76.96	183
14.8514	-153.2	555.711	76.96	184
-167.83	21.1253	229.65	76.96	186
54.9539	-44.2871	562.686	76.98	183
19.8131	-150.462	550.878	76.98	184
-162.272	15.4334	235.384	76.98	186
61.2773	-44.867	565.681	77	183
24.7348	-147.49	550.097	77	184
-156.525	8.56037	234.208	77	186
67.4542	-44.8431	564.539	77.02	183
29.6629	-144.435	548.908	77.02	184
-151.426	1.18032	238.309	77.02	186
-43.3318	197.628	182.756	77.02	187
73.2784	-43.8849	566.118	77.04	183
34.9145	-141.221	546.182	77.04	184
-146.876	-6.07696	243.669	77.04	186
-37.3748	204.622	187.262	77.04	187
-25.4582	175.833	93.0347	77.04	188
78.6765	-41.7993	571.314	77.06	183
40.4382	-137.868	545.713	77.06	184
-142.892	-13.1289	242.098	77.06	186
-33.806	207.576	185.579	77.06	187
-22.7565	177.365	103.077	77.06	188
83.6438	-38.6924	575.384	77.08	183
46.0245	-134.624	545.799	77.08	184
-139.498	-19.9603	240.507	77.08	186
-31.8654	205.011	181.947	77.08	187
-19.4431	180.759	110.05	77.08	188
88.182	-34.7448	577.807	77.1	183
51.4513	-131.512	544.111	77.1	184
-136.039	-26.5482	236.692	77.1	186
92.2691	-30.2749	580.172	77.12	183
56.7248	-128.455	545.432	77.12	184
-131.875	-32.8993	234.281	77.12	186
-32.7396	196.1	177.326	77.12	187
-14.1455	186.872	126.115	77.12	188
95.8012	-25.5929	582.728	77.14	183
61.911	-125.274	545.952	77.14	184
-127.366	-38.9949	233.422	77.14	186
-34.634	186.306	173.617	77.14	187
98.65	-21.0582	589.068	77.16	183
66.9819	-121.922	538.726	77.16	184
-123.335	-44.8794	226.576	77.16	186
-36.2329	178.07	168.812	77.16	187
100.826	-17.0998	601.501	77.18	183
71.8392	-118.269	533.046	77.18	184
-120.192	-50.7151	223.138	77.18	186
-37.7898	170.825	162.341	77.18	187
-7.75793	193.946	142.901	77.18	188
102.09	-13.7484	610.176	77.2	183
76.0824	-114.395	532.444	77.2	184
-117.842	-56.3877	227.399	77.2	186
-39.2599	164.743	158.215	77.2	187
-2.86694	198.155	148.574	77.2	188
102.436	-10.7076	618.738	77.22	183
79.5338	-111.061	532.636	77.22	184
-116.252	-61.6214	230.177	77.22	186
-41.3186	158.507	157.348	77.22	187
0.865337	199.691	148.803	77.22	188
102.128	-7.59372	633.291	77.24	183
82.1598	-108.386	532.267	77.24	184
-115.633	-66.7743	235.588	77.24	186
4.65555	199.176	148.619	77.24	188
101.21	-4.03012	640.322	77.26	183
83.9772	-105.884	527.848	77.26	184
-115.854	-72.1696	246.312	77.26	186
8.49113	196.884	145.508	77.26	188
100.199	0.107525	633.264	77.28	183
85.3439	-103.477	522.821	77.28	184
-116.652	-77.4045	249.001	77.28	186
-43.8582	152.13	162.911	77.28	187
12.4746	195.022	139.976	77.28	188
99.2966	4.26841	628.785	77.3	183
86.3287	-100.997	517.535	77.3	184
-117.974	-82.3503	244.163	77.3	186
-45.5239	147.861	170.934	77.3	187
16.709	194.896	140.763	77.3	188
98.3808	7.77485	637.702	77.32	183
86.7858	-98.2248	509.337	77.32	184
-119.57	-86.9315	241.064	77.32	186
-45.9987	144.574	175.209	77.32	187
21.1484	196.885	144.972	77.32	188
97.6985	10.8038	647.561	77.34	183
86.7309	-95.2716	501.097	77.34	184
-121.195	-90.941	239.565	77.34	186
-45.7343	140.219	177.334	77.34	187
25.6338	201.139	143.08	77.34	188
97.2064	13.7249	653.409	77.36	183
86.2191	-92.3144	493.033	77.36	184
-122.99	-94.7126	243.708	77.36	186
-45.2686	135.114	175.764	77.36	187
29.9346	206.562	141.835	77.36	188
96.9967	16.787	656.762	77.38	183
85.3279	-89.5353	488.219	77.38	184
-125.341	-98.3851	255.75	77.38	186
-45.0239	129.605	173.947	77.38	187
33.7918	212.231	140.121	77.38	188
97.2022	20.3092	661.499	77.4	183
84.1722	-87.0146	477.481	77.4	184
-128.308	-101.031	267.173	77.4	186
-44.9561	124.057	177.035	77.4	187
97.6296	24.195	667.48	77.42	183
82.5042	-84.5392	462.543	77.42	184
-131.646	-101.771	272.468	77.42	186
-45.2099	118.966	186.234	77.42	187
35.4642	215.869	133.781	77.42	188
98.3152	27.9886	670.33	77.44	183
79.9255	-82.0659	457.833	77.44	184
-135.245	-100.972	277.345	77.44	186
-45.8756	114.45	198.107	77.44	187
99.1966	31.3594	673.245	77.46	183
76.6704	-79.8113	453.906	77.46	184
-138.907	-99.078	283.243	77.46	186
-46.3522	109.947	203.726	77.46	187
100.039	34.2924	676.751	77.48	183
73.0635	-77.7116	446.803	77.48	184
-142.708	-96.4467	284.837	77.48	186
24.6737	201.762	138.859	77.48	189
100.981	36.7117	685.137	77.5	183
69.0667	-75.5801	441.409	77.5	184
-146.982	-93.6884	283.033	77.5	186
-46.4922	105.521	206.555	77.5	187
20.4786	195.812	141.709	77.5	189
102.332	38.6691	696.631	77.52	183
64.5757	-73.6326	435.764	77.52	184
-151.633	-90.5523	281.549	77.52	186
-46.6221	100.956	212.989	77.52	187
17.3054	190.413	145.344	77.52	189
104.313	41.6789	708.876	77.54	183
59.594	-71.917	431.152	77.54	184
-156.556	-86.6152	284.5	77.54	186
15.8034	185.234	154.482	77.54	189
54.2819	-70.3199	429.96	77.56	184
-161.714	-82.1638	293.248	77.56	186
-46.84	95.8976	217.508	77.56	187
15.6375	180.461	163.13	77.56	189
48.7443	-68.9395	429.065	77.58	184
-167.133	-77.5263	300.436	77.58	186
-47.3469	91.3408	222.551	77.58	187
16.3625	176.642	169.961	77.58	189
106.278	45.8428	724.997	77.6	183
43.1417	-67.9097	426.136	77.6	184
-48.2868	87.0446	228.148	77.6	187
17.9386	175.001	177.413	77.6	189
107.365	48.6349	738.6	77.62	183
37.7565	-67.5082	422.349	77.62	184
-49.6048	82.24	231.257	77.62	187
19.5263	176.299	177.998	77.62	189
109.027	50.4186	749.863	77.64	183
32.7688	-67.6111	416.71	77.64	184
-51.2977	76.5447	232.423	77.64	187
20.3495	180.303	175.686	77.64	189
28.2302	-67.8776	404.914	77.66	184
-53.4581	70.1966	232.597	77.66	187
23.8656	-68.0065	397.365	77.68	184
-55.6555	64.0328	235.625	77.68	187
19.8485	184.105	176.518	77.68	189
19.6593	-68.1018	396.62	77.7	184
-57.4022	58.4793	237.685	77.7	187
17.5808	183.728	177.193	77.7	189
111.084	53.735	764.975	77.72	183
15.9332	-68.5985	389.681	77.72	184
-58.6928	53.6506	237.98	77.72	187
14.1096	179.789	177.893	77.72	189
12.6605	-69.114	386.096	77.74	184
-59.7172	48.7128	234.738	77.74	187
10.0034	174.84	177.056	77.74	189
-0.232293	203.256	400.877	77.74	190
9.86293	-69.6431	386.491	77.76	184
-61.0591	44.2713	238.795	77.76	187
5.19103	170.376	175.329	77.76	189
1.2071	199.866	396.76	77.76	190
111.183	58.2796	777.259	77.78	183
7.70588	-70.722	378.894	77.78	184
-62.9694	41.1372	251.226	77.78	187
-0.337651	166.952	179.612	77.78	189
3.27177	196.409	391.413	77.78	190
5.82371	-71.9419	371.691	77.8	184
-64.8739	37.791	243.05	77.8	187
-6.25476	164.659	186.554	77.8	189
6.36976	193.439	388.043	77.8	190
3.26773	-73.5705	369.559	77.82	184
-67.0089	34.9702	222.07	77.82	187
-12.2528	163.63	189.398	77.82	189
10.1553	191.176	386.413	77.82	190
-70.0617	34.5791	218.851	77.84	187
-18.2233	163.426	188.069	77.84	189
14.0925	189.754	388.666	77.84	190
-0.0439075	-75.8036	366.874	77.86	184
-73.3612	36.0496	222.912	77.86	187
-23.91	164.19	188.021	77.86	189
18.0705	189.572	392.426	77.86	190
-3.07586	-77.9764	360.411	77.88	184
-76.3894	38.879	219.828	77.88	187
-29.0124	166.113	190.535	77.88	189
21.9081	190.666	393.126	77.88	190
-5.72186	-80.0851	351.975	77.9	184
-79.3271	42.6065	215.234	77.9	187
-33.4113	169.241	192.799	77.9	189
25.6658	192.608	394.133	77.9	190
-8.6264	-81.8744	347.163	77.92	184
-82.0423	46.3991	208.65	77.92	187
-37.1491	173.381	195.539	77.92	189
29.4931	194.973	396.846	77.92	190
-11.9455	-83.4445	342.514	77.94	184
-85.0421	50.0232	210.05	77.94	187
-40.4022	177.672	199.288	77.94	189
33.1037	197.345	397.19	77.94	190
