x	y	z	t	#
-167.151	-122.438	660.508	40.52	73
19.0542	-103.641	464.321	40.54	70
76.2964	124.961	41.7208	40.54	72
-170.2	-119.925	651.915	40.54	73
16.2792	-105.24	466.201	40.56	70
71.526	122.068	39.9459	40.56	72
-172.974	-117.43	643.772	40.56	73
13.4446	-107.551	461.569	40.58	70
132.247	-0.553372	237.609	40.58	71
66.5901	119.133	45.093	40.58	72
-175.362	-114.654	634.803	40.58	73
10.5341	-110.391	456.597	40.6	70
138.326	-1.90386	245.437	40.6	71
61.7957	117.564	46.7035	40.6	72
-177.294	-111.357	625.437	40.6	73
-175.636	87.7306	210.537	40.6	74
7.68243	-113.684	453.372	40.62	70
57.2219	117.703	42.6568	40.62	72
-178.786	-107.746	618.13	40.62	73
-170.808	83.2123	212.161	40.62	74
5.00544	-117.181	449.817	40.64	70
52.6597	118.786	40.4519	40.64	72
-179.738	-104.275	613.966	40.64	73
-166.615	78.9656	217.307	40.64	74
2.49842	-120.713	445.28	40.66	70
48.144	120.351	38.5816	40.66	72
-176.79	-101.508	602.651	40.66	73
-162.614	76.1985	214.855	40.66	74
0.170348	-124.046	441.519	40.68	70
43.6937	122.321	36.8767	40.68	72
-158.101	75.5493	209.832	40.68	74
-1.96167	-126.964	438.1	40.7	70
39.1288	124.705	40.2683	40.7	72
-3.9177	-129.753	435.546	40.72	70
34.554	127.51	44.4517	40.72	72
-5.75065	-132.724	432.306	40.74	70
30.0106	130.38	47.3066	40.74	72
-167.735	-100.663	581.044	40.74	73
-153.884	75.4669	211.933	40.74	74
-7.4182	-136.025	427.651	40.76	70
25.0586	132.353	59.5384	40.76	72
-151.567	73.1427	222.659	40.76	74
-8.87778	-139.753	422.096	40.78	70
19.9502	134.161	71.2011	40.78	72
-10.2477	-143.758	414.704	40.8	70
15.149	136.987	64.0196	40.8	72
-159.273	-99.427	551.903	40.8	73
-150.255	70.1183	236.912	40.8	74
-11.6889	-147.925	408.958	40.82	70
10.061	139.223	56.9818	40.82	72
-148.88	70.4493	241.81	40.82	74
-13.1498	-152.333	404.224	40.84	70
4.68352	140.694	58.8913	40.84	72
-147.666	73.763	243.899	40.84	74
-14.7472	-156.544	397.348	40.86	70
-0.532687	143.05	57.8278	40.86	72
-146.52	78.0742	249.462	40.86	74
-16.8368	-160.087	392.255	40.88	70
-5.854	146.103	58.0994	40.88	72
-145.568	82.8403	253.977	40.88	74
-19.3292	-163.319	389.508	40.9	70
-11.2524	149.366	59.9179	40.9	72
-144.75	87.5589	254.137	40.9	74
-22.0104	-166.578	386.487	40.92	70
-16.4155	153.133	58.6434	40.92	72
-143.7	91.921	251.231	40.92	74
-115.022	-99.2637	81.8937	40.92	75
-24.5805	-169.828	382.688	40.94	70
-21.4742	157.043	58.1926	40.94	72
-142.885	96.0156	253.361	40.94	74
-108.857	-100.08	74.8073	40.94	75
-26.797	-172.909	378.687	40.96	70
-26.5099	160.505	61.2745	40.96	72
-142.661	99.7311	255.433	40.96	74
-102.405	-101.418	73.4069	40.96	75
-28.7097	-176.028	378.313	40.98	70
-31.2859	164.106	63.201	40.98	72
-142.706	102.934	255.004	40.98	74
-95.4763	-103.156	76.0641	40.98	75
-30.2003	-179.511	373.865	41	70
-35.9701	168.132	62.0316	41	72
-143.049	105.947	259.253	41	74
-88.3972	-105.332	79.7025	41	75
-31.5119	-183.419	364.192	41.02	70
-40.7151	172.166	61.7047	41.02	72
-143.868	109.088	263.909	41.02	74
-81.4559	-108.215	77.7983	41.02	75
-45.0958	176.115	62.1642	41.04	72
-145.126	112.268	262.257	41.04	74
-74.9768	-112.154	74.9954	41.04	75
-33.1104	-187.791	359.877	41.06	70
-48.7172	179.154	61.9139	41.06	72
-146.966	115.387	259.99	41.06	74
-69.0674	-116.725	76.3255	41.06	75
-35.0964	-191.59	356.944	41.08	70
-51.7278	180.315	60.1143	41.08	72
-149.719	118.38	266.067	41.08	74
-63.3808	-121.009	73.542	41.08	75
-37.7972	-193.798	353.071	41.1	70
-54.3243	179.586	58.1261	41.1	72
-153.279	121.059	274.891	41.1	74
-58.0623	-125.103	71.5838	41.1	75
-41.532	-194.79	350.027	41.12	70
-157.337	123.522	278.859	41.12	74
-53.3031	-129.174	71.6757	41.12	75
-46.2206	-195.164	349.008	41.14	70
-161.608	126.009	278.428	41.14	74
-48.8112	-132.864	65.7002	41.14	75
-51.5484	-195.012	348.412	41.16	70
-165.833	128.701	280.839	41.16	74
-44.4325	-136.458	60.8494	41.16	75
-57.0642	-194.248	345.24	41.18	70
-170.02	131.16	289.121	41.18	74
-40.1194	-140.166	59.3204	41.18	75
175.044	-34.2163	173.352	41.18	76
-62.4616	-193.03	341.726	41.2	70
-174.259	132.392	296.15	41.2	74
-35.9358	-143.76	55.9303	41.2	75
168.286	-32.9363	169.095	41.2	76
-67.6669	-191.496	337.452	41.22	70
-31.228	-148.328	48.1503	41.22	75
161.316	-32.9733	177.393	41.22	76
-72.7411	-189.649	334.724	41.24	70
154.165	-34.2357	186.854	41.24	76
-77.587	-187.434	332.183	41.26	70
-25.8781	-153.404	37.6099	41.26	75
147.489	-35.9426	187.864	41.26	76
-82.0865	-184.921	326.911	41.28	70
-20.9683	-158.214	35.2936	41.28	75
141.569	-37.1698	180.721	41.28	76
-87.5461	-181.988	318.272	41.3	70
136.204	-37.8061	177.262	41.3	76
131.096	-38.4323	187.2	41.32	76
-94.203	-178.988	309.289	41.34	70
126.607	-39.537	194.968	41.34	76
-99.8238	-176.495	304.053	41.36	70
-16.4541	-162.878	39.6767	41.36	75
122.816	-40.9638	196.38	41.36	76
-104.351	-174.074	297.764	41.38	70
-12.2011	-165.578	41.1596	41.38	75
119.218	-42.2498	200.751	41.38	76
-49.8769	181.207	31.1906	41.38	77
-108.799	-171.589	292.596	41.4	70
-7.91069	-166.897	40.566	41.4	75
116.056	-43.355	193.187	41.4	76
-113.236	-169.16	288.743	41.42	70
-3.23646	-168.553	42.3116	41.42	75
113.116	-44.2169	186.295	41.42	76
-118.05	-166.703	283.234	41.44	70
1.64792	-170.863	43.4665	41.44	75
109.874	-44.2262	200.944	41.44	76
-123.266	-164.192	280.216	41.46	70
7.68886	-174.995	40.3745	41.46	75
107.112	-42.862	214.263	41.46	76
-44.2358	181.485	28.5743	41.46	77
-128.712	-161.523	277.715	41.48	70
105.155	-40.378	215.711	41.48	76
-134.347	-158.969	276.091	41.5	70
14.3529	-180.739	39.948	41.5	75
103.334	-37.4616	217.847	41.5	76
-140.246	-156.662	273.406	41.52	70
101.255	-34.486	225.6	41.52	76
-146.508	-154.503	266.206	41.54	70
19.1076	-185.273	43.3428	41.54	75
98.6961	-31.3072	232.803	41.54	76
-39.1133	178.115	29.1913	41.54	77
-153.022	-152.697	264.773	41.56	70
22.0379	-187.261	44.7111	41.56	75
95.6808	-27.6755	234.966	41.56	76
-35.3543	176.87	32.3209	41.56	77
-159.651	-150.852	267.232	41.58	70
24.8199	-188.094	47.9538	41.58	75
92.5352	-23.7448	232.946	41.58	76
-31.9675	177.978	38.012	41.58	77
-166.265	-148.523	267.509	41.6	70
28.1674	-189.272	55.3805	41.6	75
89.1795	-19.9358	235.356	41.6	76
-28.1522	180.246	47.5472	41.6	77
-163.555	-29.2136	392.77	41.6	78
32.2226	-191.916	59.2624	41.62	75
85.6834	-16.5794	245.944	41.62	76
-159.547	-32.2162	401.084	41.62	78
36.479	-195.991	58.7664	41.64	75
82.8225	-13.4193	253.34	41.64	76
-24.4406	183.449	55.7896	41.64	77
-156.411	-35.3985	407.042	41.64	78
41.0585	-202.464	55.6503	41.66	75
80.3322	-10.0237	255.838	41.66	76
-19.8262	185.545	54.257	41.66	77
-153.583	-38.9241	413.374	41.66	78
77.5675	-6.35935	250.983	41.68	76
-150.949	-42.8392	420.081	41.68	78
45.9104	-212.785	52.5939	41.7	75
75.2614	-2.12939	243.403	41.7	76
-148.71	-47.174	426.74	41.7	78
72.8227	3.82531	244.045	41.72	76
-13.1931	186.061	51.3416	41.72	77
-146.628	-51.9718	432.481	41.72	78
50.08	-224.245	54.2859	41.74	75
-7.5478	185.854	55.32	41.74	77
-144.63	-57.3716	439.527	41.74	78
-175.412	106.859	197.394	41.74	79
69.1321	10.7976	249.964	41.76	76
-3.76721	186.05	62.1222	41.76	77
-142.779	-63.2049	441.228	41.76	78
-170.959	112.742	190.764	41.76	79
65.1124	16.2775	257.73	41.78	76
-0.183338	187.2	66.5484	41.78	77
-141.356	-69.2239	442.553	41.78	78
-166.428	118.22	179.751	41.78	79
61.1083	20.686	263.536	41.8	76
3.39559	188.948	66.3114	41.8	77
-140.62	-75.2615	454.08	41.8	78
-160.315	124.26	169.02	41.8	79
53.907	-232.721	51.8863	41.82	75
56.5404	25.4363	257.676	41.82	76
6.89999	191.204	67.4492	41.82	77
-140.212	-81.0028	465.435	41.82	78
57.7146	-235.816	51.5206	41.84	75
51.3248	30.3965	245.647	41.84	76
10.3123	193.361	69.4398	41.84	77
-139.682	-86.3957	473.395	41.84	78
-152.588	131.109	161.699	41.84	79
61.0623	-235.228	65.199	41.86	75
45.5735	35.3688	244.099	41.86	76
13.6387	194.984	67.7059	41.86	77
-138.827	-91.7369	482.743	41.86	78
-145.67	136.416	158.005	41.86	79
64.1723	-234.869	78.6325	41.88	75
39.3632	40.2713	244.78	41.88	76
16.9617	196.222	67.4258	41.88	77
-137.711	-97.2492	494.026	41.88	78
-139.709	140.238	157.628	41.88	79
66.8929	-234.657	94.7965	41.9	75
32.8926	45.0068	241.12	41.9	76
20.3612	196.276	68.9723	41.9	77
-136.386	-102.669	501.736	41.9	78
-133.905	143.945	160	41.9	79
26.5346	49.8123	239.079	41.92	76
23.9318	194.303	71.645	41.92	77
-134.894	-107.648	507.086	41.92	78
-128.388	147.795	164.27	41.92	79
20.187	54.83	237.482	41.94	76
27.7306	191.848	69.1313	41.94	77
-133.6	-112.132	516.856	41.94	78
-123.175	152.06	168.903	41.94	79
13.8966	59.8763	241.238	41.96	76
31.3588	189.577	63.6023	41.96	77
-132.182	-116.989	527.889	41.96	78
-118.257	156.943	172.965	41.96	79
8.11838	64.9424	246.929	41.98	76
34.652	185.976	69.3135	41.98	77
-113.544	162.511	174.186	41.98	79
2.78247	69.7969	248.337	42	76
38.0983	182.463	74.7226	42	77
-130.205	-122.4	540.294	42	78
-108.862	168.416	178.312	42	79
-2.37722	74.1164	247.896	42.02	76
41.8713	180.532	71.0226	42.02	77
-128.316	-126.957	553.26	42.02	78
-104.211	174.216	187.318	42.02	79
-7.6036	77.1399	249.927	42.04	76
45.7367	179.667	67.911	42.04	77
-126.77	-130.901	563.488	42.04	78
-99.676	179.652	192.075	42.04	79
-12.8767	79.6841	251.829	42.06	76
49.3191	179.495	70.2734	42.06	77
-125.522	-135.221	571.299	42.06	78
-95.2699	184.957	194.962	42.06	79
-17.9862	83.7842	246.187	42.08	76
52.5605	179.71	70.7716	42.08	77
-124.814	-139.829	577.751	42.08	78
-90.9366	190.507	202.739	42.08	79
-23.2145	89.2042	242.723	42.1	76
55.6907	180.317	64.8249	42.1	77
-124.368	-144.514	586.607	42.1	78
-86.4037	195.959	211.933	42.1	79
-28.7859	94.848	239.524	42.12	76
58.8261	181.145	59.9427	42.12	77
-123.722	-148.891	596.553	42.12	78
-81.7193	201.046	217.239	42.12	79
170.474	-121.581	83.055	42.12	80
-34.417	100.216	231.919	42.14	76
-77.0416	205.999	221.082	42.14	79
163.525	-122.212	70.3073	42.14	80
-39.8034	105.699	229.543	42.16	76
-73.419	209.586	223.164	42.16	79
156.402	-123.174	66.9295	42.16	80
-44.999	111.396	229.243	42.18	76
149.916	-124.731	66.7842	42.18	80
-176.087	-144.509	253.787	42.18	81
71.3209	-228.62	170.953	42.18	82
-49.8732	116.712	224.22	42.2	76
145.003	-126.763	65.1805	42.2	80
70.7625	-232.64	175.151	42.2	82
-54.1304	121.499	217.275	42.22	76
141.751	-128.867	63.3297	42.22	80
-170.457	-150.345	253.514	42.22	81
70.2519	-236.521	184.334	42.22	82
-57.8537	125.702	213.398	42.24	76
-72.8951	209.262	219.24	42.24	79
139.529	-131.13	62.5457	42.24	80
-166.141	-155.041	250.324	42.24	81
-61.0613	128.969	211.442	42.26	76
-75.4465	205.399	212.494	42.26	79
137.435	-133.762	64.0371	42.26	80
-162.518	-157.994	246.92	42.26	81
-63.9337	132.018	209.373	42.28	76
-79.3508	201.303	207.416	42.28	79
134.865	-136.681	67.0728	42.28	80
-159.073	-161.775	250.842	42.28	81
-66.7103	136.133	205.77	42.3	76
-83.9558	198.684	203.596	42.3	79
131.718	-139.901	60.7285	42.3	80
-155.752	-168.549	253.324	42.3	81
69.9084	-237.047	194.628	42.3	82
-69.4881	140.766	200.236	42.32	76
-89.1616	197.177	198.46	42.32	79
127.601	-142.954	53.0021	42.32	80
-152.466	-174.659	252.976	42.32	81
69.6241	-232.638	197.972	42.32	82
-72.6948	145.379	197.942	42.34	76
-94.501	196.153	192.462	42.34	79
122.221	-145.421	62.3562	42.34	80
-149.137	-178.534	251.156	42.34	81
69.4988	-226.277	194.484	42.34	82
-76.503	150.091	197.039	42.36	76
-99.7204	195.526	188.51	42.36	79
116.272	-147.98	70.6884	42.36	80
-145.615	-181.835	246.284	42.36	81
69.882	-220.476	190.278	42.36	82
-80.5666	154.716	191.447	42.38	76
-104.998	195.309	185.98	42.38	79
110.206	-151.178	68.1549	42.38	80
-141.764	-184.734	244.02	42.38	81
70.8942	-215.321	188.671	42.38	82
-84.7134	159.511	185.813	42.4	76
-110.541	194.604	181.397	42.4	79
104.177	-154.715	67.3601	42.4	80
-137.532	-187.316	248.211	42.4	81
72.4316	-210.573	189.808	42.4	82
-89.1373	164.704	185.144	42.42	76
-116.227	192.657	178.209	42.42	79
98.4989	-158.441	70.1387	42.42	80
-132.972	-189.598	252.744	42.42	81
74.5155	-206.317	191.105	42.42	82
-93.7539	169.934	183.612	42.44	76
-121.866	189.723	179.346	42.44	79
93.246	-162.976	63.3313	42.44	80
-128.165	-191.499	251.281	42.44	81
77.1299	-202.795	190.738	42.44	82
-102.976	180.312	184.217	42.46	76
-127.466	186.453	176.251	42.46	79
87.9261	-167.909	54.1099	42.46	80
-123.312	-193.055	246.804	42.46	81
80.1289	-199.813	192.224	42.46	82
-134.407	183.65	170.289	42.48	79
80.6666	-173.655	60.2961	42.48	80
-118.569	-194.358	245.337	42.48	81
83.4634	-197.107	193.678	42.48	82
-129.125	-21.9884	28.3314	42.48	83
-113.935	-195.729	250.798	42.5	81
88.1566	-193.95	193.352	42.5	82
-123.083	-26.9627	48.9186	42.5	83
-142.811	181.8	168.062	42.52	79
70.6652	-182.258	61.4347	42.52	80
-109.216	-197.058	256.555	42.52	81
-116.143	-30.9304	54.7228	42.52	83
-150.21	180.514	164.7	42.54	79
-104.249	-198.189	257.534	42.54	81
95.9	-187.821	210.443	42.54	82
-108.283	-33.7218	43.2361	42.54	83
-116.973	195.966	192.208	42.56	76
-156.572	178.714	159.189	42.56	79
60.966	-191.438	56.3488	42.56	80
-99.0811	-199.086	255.415	42.56	81
-100.018	-35.7829	30.7227	42.56	83
-126.45	205.814	195.172	42.58	76
-162.985	175.504	156.823	42.58	79
54.0143	-198.006	59.969	42.58	80
-93.8713	-200.138	252.144	42.58	81
-91.8358	-38.1437	42.6483	42.58	83
-131.218	209.665	191.875	42.6	76
-169.132	170.916	159.323	42.6	79
48.5894	-203.126	62.2575	42.6	80
-88.5738	-202.142	252.874	42.6	81
104.983	-180.458	227.552	42.6	82
-83.1677	-40.5839	55.7815	42.6	83
-137.002	213.319	196.918	42.62	76
42.3404	-208.834	59.2042	42.62	80
-83.0216	-204.48	257.031	42.62	81
111.774	-176.411	217.71	42.62	82
-73.6746	-42.5288	48.0822	42.62	83
-77.2597	-206.453	257.597	42.64	81
116.141	-174.423	213.459	42.64	82
-63.6916	-44.1054	40.3111	42.64	83
35.2516	-214.686	61.0009	42.66	80
-71.4381	-208.342	255.838	42.66	81
119.219	-172.802	223.51	42.66	82
-53.6909	-45.9809	42.3518	42.66	83
29.2714	-218.698	67.6766	42.68	80
-65.65	-209.957	257.291	42.68	81
121.482	-172.291	227.321	42.68	82
-43.6439	-48.1476	37.4879	42.68	83
-141.42	214.73	209.7	42.7	76
24.1014	-221.14	65.7591	42.7	80
-59.9537	-210.901	259.719	42.7	81
123.751	-172.547	227.925	42.7	82
-33.4172	-50.0195	23.2007	42.7	83
-139.692	211.596	216.807	42.72	76
18.8223	-223.364	57.6202	42.72	80
-54.429	-211.394	257.303	42.72	81
126.337	-172.139	233.481	42.72	82
-23.5721	-51.6109	19.9436	42.72	83
-133.727	206.172	219.966	42.74	76
-48.942	-211.621	255.585	42.74	81
129.041	-169.977	239.718	42.74	82
-14.0629	-52.0792	23.3282	42.74	83
-127.081	200.848	222.947	42.76	76
-43.1624	-211.258	259.605	42.76	81
132.108	-166.206	244.093	42.76	82
-4.506	-51.3181	26.4714	42.76	83
-176.97	-181.688	737.271	42.76	84
-120.315	195.768	220.629	42.78	76
-37.0988	-210.562	262.596	42.78	81
135.837	-161.458	251.7	42.78	82
4.85825	-50.3116	34.9115	42.78	83
-171.469	-184.438	725.612	42.78	84
1.94394	-230.472	58.1544	42.78	86
-113.714	191.123	216.596	42.8	76
-30.9201	-209.967	266.134	42.8	81
140.187	-156.381	257.425	42.8	82
14.023	-49.2133	38.6938	42.8	83
-166.281	-186.857	715.626	42.8	84
-3.28205	-231.099	56.7807	42.8	86
-107.27	187.056	216.245	42.82	76
-22.9588	-208.906	270.953	42.82	81
145.316	-151.468	257.323	42.82	82
23.1405	-47.7673	35.1954	42.82	83
-161.702	-188.751	708.319	42.82	84
-8.5405	-230.386	56.082	42.82	86
-101.01	183.462	216.911	42.84	76
150.772	-146.589	259.394	42.84	82
32.0519	-45.9024	37.7007	42.84	83
-157.919	-189.954	700.709	42.84	84
110.555	207.594	54.59	42.84	85
-13.8193	-229.015	53.2776	42.84	86
-94.963	180.231	217.259	42.86	76
-13.2668	-207.249	275.151	42.86	81
155.935	-141.506	265.976	42.86	82
40.6521	-43.546	43.3047	42.86	83
-154.45	-190.259	691.857	42.86	84
111.96	203.748	43.081	42.86	85
-18.783	-227.544	50.4922	42.86	86
-89.0757	177.562	218.459	42.88	76
-5.18236	-205.416	279.896	42.88	81
160.974	-136.353	271.57	42.88	82
48.8944	-40.5217	36.0624	42.88	83
-151.216	-190.202	683.577	42.88	84
115.672	201.951	39.3103	42.88	85
-23.4302	-225.792	50.7094	42.88	86
-83.4373	175.932	220.434	42.9	76
4.58007	-202.828	278.891	42.9	81
165.997	-130.785	276.995	42.9	82
56.4257	-37.0258	26.3503	42.9	83
-148.401	-190.396	675.07	42.9	84
120.716	199.304	48.6134	42.9	85
-28.0003	-223.489	50.6304	42.9	86
-78.0233	175.496	223.352	42.92	76
170.958	-124.556	284.214	42.92	82
62.479	-34.0174	25.8766	42.92	83
-145.955	-191.202	662.57	42.92	84
-32.6964	-220.814	48.0194	42.92	86
-72.6944	175.779	224.718	42.94	76
175.838	-118.344	287.33	42.94	82
-143.58	-193.285	649.652	42.94	84
127.175	196.846	56.675	42.94	85
-37.5726	-218.091	46.8812	42.94	86
-67.4716	176.472	224.74	42.96	76
17.5755	-199.776	274.194	42.96	81
180.662	-112.807	287.955	42.96	82
-140.841	-196.792	637.598	42.96	84
132.7	196.112	49.8366	42.96	85
-42.5518	-215.258	46.2274	42.96	86
-62.3873	177.502	226.668	42.98	76
27.1615	-197.633	271.603	42.98	81
185.288	-107.941	303.665	42.98	82
-138.026	-201.716	626.561	42.98	84
137.12	196.083	40.94	42.98	85
-47.7024	-212.345	43.7024	42.98	86
-57.4091	178.713	230.958	43	76
33.1418	-195.87	269.988	43	81
189.086	-103.735	338.268	43	82
64.944	-32.5229	28.8054	43	83
-135.553	-207.825	620.875	43	84
141.564	195.173	44.2966	43	85
-52.9804	-209.597	40.6063	43	86
-52.4944	180.031	234.616	43.02	76
38.6208	-193.529	270.224	43.02	81
191.207	-99.423	368.19	43.02	82
62.4423	-32.1158	26.7805	43.02	83
-133.716	-214.728	617.195	43.02	84
145.812	193.114	54.7747	43.02	85
-58.3885	-207.43	41.7346	43.02	86
-47.3719	181.16	235.64	43.04	76
43.7535	-190.929	271.76	43.04	81
56.7167	-31.6983	15.4476	43.04	83
-132.656	-222.343	612.507	43.04	84
149.16	190.346	55.5587	43.04	85
-63.8973	-205.05	44.2179	43.04	86
-41.8649	181.824	238.046	43.06	76
48.8982	-188.31	269.9	43.06	81
48.9813	-31.056	12.6129	43.06	83
-131.798	-229.9	608.146	43.06	84
150.517	187.483	41.6638	43.06	85
-69.1311	-201.021	37.8128	43.06	86
-36.0436	181.74	243.056	43.08	76
54.2559	-185.85	261.197	43.08	81
39.4783	-30.2038	21.7572	43.08	83
-130.834	-236.681	601.272	43.08	84
149.654	184.306	36.9087	43.08	85
-74.3405	-196.892	32.7186	43.08	86
-29.9393	180.431	245.855	43.1	76
59.6239	-183.35	251.69	43.1	81
29.0864	-28.861	21.5669	43.1	83
-129.927	-241.334	593.794	43.1	84
148.517	181.212	37.3974	43.1	85
-79.9267	-193.612	34.8724	43.1	86
-23.7462	178.217	243.714	43.12	76
64.8579	-180.396	250.237	43.12	81
190.925	-96.0934	371.864	43.12	82
17.9617	-26.436	18.7508	43.12	83
148.912	178.445	30.0217	43.12	85
-85.67	-190.38	36.3331	43.12	86
-17.6314	175.671	239.734	43.14	76
70.1452	-177.532	250.585	43.14	81
188.229	-96.6362	359.041	43.14	82
6.40651	-23.2203	22.2366	43.14	83
-128.99	-241.573	592.542	43.14	84
150.7	175.519	31.0962	43.14	85
-91.502	-187.529	35.2732	43.14	86
-11.5316	172.635	239.745	43.16	76
75.5761	-174.885	245.601	43.16	81
183.938	-100.179	353.308	43.16	82
-4.89633	-20.1501	23.3219	43.16	83
-128.009	-237.612	594.247	43.16	84
153.393	172.716	38.1922	43.16	85
-97.7559	-185.613	33.9815	43.16	86
-5.39226	169.223	243.389	43.18	76
81.1977	-171.851	239.017	43.18	81
179.308	-104.728	357.828	43.18	82
-126.876	-231.802	595.274	43.18	84
156.861	170.052	44.2313	43.18	85
-104.541	-184.61	36.0779	43.18	86
0.875776	165.894	246.401	43.2	76
87.3465	-168.48	236.431	43.2	81
175.266	-109.299	366.933	43.2	82
-125.596	-225.745	596.859	43.2	84
160.748	167.4	54.9066	43.2	85
-111.837	-184.476	44.7119	43.2	86
7.34606	162.436	247.874	43.22	76
94.1705	-165.109	238.202	43.22	81
-124.912	-220.2	598.254	43.22	84
164.722	165.351	63.666	43.22	85
-119.232	-184.151	52.07	43.22	86
13.8228	158.593	246.371	43.24	76
101.424	-161.831	238.681	43.24	81
-125.291	-215.409	597.925	43.24	84
168.674	164.071	65.8429	43.24	85
-126.289	-182.327	45.2734	43.24	86
20.3026	154.454	245.163	43.26	76
108.788	-158.506	238.893	43.26	81
-126.733	-211.135	596.165	43.26	84
-133.519	-180.43	38.0938	43.26	86
26.7874	150.128	248.509	43.28	76
116.359	-155.223	235.652	43.28	81
-129.318	-207.292	595.579	43.28	84
-141.095	-179.284	40.8225	43.28	86
33.0141	145.994	256.046	43.3	76
124.272	-152.073	230.368	43.3	81
-132.833	-203.853	594.594	43.3	84
-148.564	-177.889	44.5553	43.3	86
39.2882	142.348	260.83	43.32	76
132.063	-148.835	233.946	43.32	81
-137.036	-200.853	594.662	43.32	84
-155.766	-175.932	46.1776	43.32	86
45.9763	139.214	256.014	43.34	76
139.608	-145.689	235.874	43.34	81
-142.06	-198.381	598.15	43.34	84
-162.804	-173.7	46.8367	43.34	86
52.678	136.197	254.35	43.36	76
146.974	-142.841	230.28	43.36	81
-147.82	-196.06	603.176	43.36	84
59.0958	132.942	259.026	43.38	76
154.165	-140.149	228.198	43.38	81
-154.053	-193.702	606.245	43.38	84
65.3891	129.57	261.807	43.4	76
161.457	-137.442	228.481	43.4	81
-162.291	-191.727	605.274	43.4	84
155.071	-111.582	414.843	43.4	87
71.5551	126.442	261.009	43.42	76
168.615	-134.331	229.095	43.42	81
150.594	-111.01	419.988	43.42	87
77.2233	123.726	254.683	43.44	76
175.286	-130.786	229.933	43.44	81
-172.245	-190.977	607.019	43.44	84
145.188	-111.244	426.437	43.44	87
82.0075	121.168	252.657	43.46	76
139.2	-112.346	432.483	43.46	87
86.1047	119.377	258.724	43.48	76
132.795	-114.087	436.147	43.48	87
89.9221	118.956	263.74	43.5	76
125.722	-116.203	438.202	43.5	87
93.7141	119.572	266.209	43.52	76
117.809	-118.594	437.978	43.52	87
97.6389	120.646	264.857	43.54	76
109.466	-121.439	439.356	43.54	87
101.508	121.126	262.919	43.56	76
101.023	-124.671	444.827	43.56	87
105.179	120.624	269.094	43.58	76
92.8454	-128.236	446.087	43.58	87
109.376	120.389	275.74	43.6	76
85.052	-131.876	446.222	43.6	87
77.3556	-135.033	451.436	43.62	87
114.099	121.965	276.814	43.64	76
69.5108	-137.866	453.222	43.64	87
117.907	125.371	279.464	43.66	76
61.4274	-140.806	452.183	43.66	87
120.759	129.689	282.025	43.68	76
53.1999	-143.766	454.142	43.68	87
123.408	134.356	285.112	43.7	76
44.6649	-146.799	457.516	43.7	87
125.939	138.96	289.244	43.72	76
35.7296	-150.182	460.722	43.72	87
128.37	143.173	294.026	43.74	76
26.6559	-153.976	463.142	43.74	87
131.51	147.56	308.065	43.76	76
17.8014	-158.358	464.201	43.76	87
9.34604	-163.18	467.631	43.78	87
1.20356	-168.006	475.746	43.8	87
135.298	152.091	321.246	43.82	76
-6.68559	-173.143	482.927	43.82	87
137.827	155.639	321.606	43.84	76
-14.4361	-178.693	487.683	43.84	87
139.019	158.85	314.592	43.86	76
-22.1801	-184.291	493.402	43.86	87
139.411	162.432	311.294	43.88	76
-29.9472	-190.118	500.819	43.88	87
